category,group,size.group,size.overlap.category,size.category,Description,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
H,01,583,188,4395,HALLMARK_E2F_TARGETS,6,200,0.03,0.9989063819278544,0.891472514763989,18813/100336/19384/66979/15270/22059,Pa2g4/Ppp1r8/Ran/Pole4/H2afx/Trp53,ENSMUSG00000025364/ENSMUSG00000028882/ENSMUSG00000029430/ENSMUSG00000030042/ENSMUSG00000049932/ENSMUSG00000059552
H,01,583,188,4395,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,200,0.015,0.9989063819278544,0.891472514763989,21803/71665/11852,Tgfb1/Fuca1/Rhob,ENSMUSG00000002603/ENSMUSG00000028673/ENSMUSG00000054364
H,01,583,188,4395,HALLMARK_ESTROGEN_RESPONSE_LATE,7,206,0.03398058252427184,0.9989063819278544,0.891472514763989,17434/57266/22122/16592/12527/272551/67880,Mocs2/Cxcl14/Tsta3/Fabp5/Cd9/Gins2/Dcxr,ENSMUSG00000015536/ENSMUSG00000021508/ENSMUSG00000022570/ENSMUSG00000027533/ENSMUSG00000030342/ENSMUSG00000031821/ENSMUSG00000039450
H,01,583,188,4395,HALLMARK_G2M_CHECKPOINT,6,199,0.03015075376884422,0.9989063819278544,0.891472514763989,21803/15331/13645/19359/272551/15270,Tgfb1/Hmgn2/Egf/Rad23b/Gins2/H2afx,ENSMUSG00000002603/ENSMUSG00000003038/ENSMUSG00000028017/ENSMUSG00000028426/ENSMUSG00000031821/ENSMUSG00000049932
H,01,583,188,4395,HALLMARK_GLYCOLYSIS,6,200,0.03,0.9989063819278544,0.891472514763989,22122/14718/68507/58810/66171/66052,Tsta3/Got1/Ppfia4/Akr1a1/Pgls/Sdhc,ENSMUSG00000022570/ENSMUSG00000025190/ENSMUSG00000026458/ENSMUSG00000028692/ENSMUSG00000031807/ENSMUSG00000058076
H,01,583,188,4395,HALLMARK_HYPOXIA,8,201,0.03980099502487562,0.9989063819278544,0.891472514763989,12177/68507/17748/12306/56174/17133/17035/14433,Bnip3l/Ppfia4/Mt1/Anxa2/Nagk/Maff/Lxn/Gapdh,ENSMUSG00000022051/ENSMUSG00000026458/ENSMUSG00000031765/ENSMUSG00000032231/ENSMUSG00000034744/ENSMUSG00000042622/ENSMUSG00000047557/ENSMUSG00000057666
H,01,583,188,4395,HALLMARK_IL2_STAT5_SIGNALING,6,200,0.03,0.9989063819278544,0.891472514763989,64138/68043/14873/17133/11852/625249,Ctsz/Eef1akmt1/Gsto1/Maff/Rhob/Gpx4,ENSMUSG00000016256/ENSMUSG00000021951/ENSMUSG00000025068/ENSMUSG00000042622/ENSMUSG00000054364/ENSMUSG00000075706
H,01,583,188,4395,HALLMARK_IL6_JAK_STAT3_SIGNALING,4,88,0.045454545454545456,0.9989063819278544,0.891472514763989,21803/21937/12527/14784,Tgfb1/Tnfrsf1a/Cd9/Grb2,ENSMUSG00000002603/ENSMUSG00000030341/ENSMUSG00000030342/ENSMUSG00000059923
H,01,583,188,4395,HALLMARK_INFLAMMATORY_RESPONSE,4,199,0.020100502512562814,0.9989063819278544,0.891472514763989,50778/20295/56212/109815,Rgs1/Ccl17/Rhog/Selenos,ENSMUSG00000026358/ENSMUSG00000031780/ENSMUSG00000073982/ENSMUSG00000075701
H,01,583,188,4395,HALLMARK_KRAS_SIGNALING_DN,2,205,0.00975609756097561,0.9989063819278544,0.891472514763989,56358/13645,Copz2/Egf,ENSMUSG00000018672/ENSMUSG00000028017
H,01,583,188,4395,HALLMARK_KRAS_SIGNALING_UP,2,204,0.00980392156862745,0.9989063819278544,0.891472514763989,16792/71665,Laptm5/Fuca1,ENSMUSG00000028581/ENSMUSG00000028673
H,01,583,188,4395,HALLMARK_MITOTIC_SPINDLE,5,199,0.02512562814070352,0.9989063819278544,0.891472514763989,22294/22627/192662/68724/76932,Uxt/Ywhae/Arhgdia/Arl8a/Arfip2,ENSMUSG00000001134/ENSMUSG00000020849/ENSMUSG00000025132/ENSMUSG00000026426/ENSMUSG00000030881
H,01,583,188,4395,HALLMARK_MYOGENESIS,7,200,0.035,0.9989063819278544,0.891472514763989,15982/21803/16000/20410/11790/68507/110196,Ifrd1/Tgfb1/Igf1/Sorbs3/Speg/Ppfia4/Fdps,ENSMUSG00000001627/ENSMUSG00000002603/ENSMUSG00000020053/ENSMUSG00000022091/ENSMUSG00000026207/ENSMUSG00000026458/ENSMUSG00000059743
H,01,583,188,4395,HALLMARK_NOTCH_SIGNALING,1,32,0.03125,0.9989063819278544,0.891472514763989,21402,Skp1a,ENSMUSG00000036309
H,01,583,188,4395,HALLMARK_P53_PATHWAY,7,200,0.035,0.9989063819278544,0.891472514763989,21803/15461/71665/69076/67880/22320/22059,Tgfb1/Hras/Fuca1/Triap1/Dcxr/Vamp8/Trp53,ENSMUSG00000002603/ENSMUSG00000025499/ENSMUSG00000028673/ENSMUSG00000029535/ENSMUSG00000039450/ENSMUSG00000050732/ENSMUSG00000059552
H,01,583,188,4395,HALLMARK_PANCREAS_BETA_CELLS,1,40,0.025,0.9989063819278544,0.891472514763989,20813,Srp14,ENSMUSG00000009549
H,01,583,188,4395,HALLMARK_PROTEIN_SECRETION,3,96,0.03125,0.9989063819278544,0.891472514763989,66366/12512/12757,Ergic3/Cd63/Clta,ENSMUSG00000005881/ENSMUSG00000025351/ENSMUSG00000028478
H,01,583,188,4395,HALLMARK_SPERMATOGENESIS,1,135,0.007407407407407408,0.9989063819278544,0.891472514763989,22099,Tsn,ENSMUSG00000026374
H,01,583,188,4395,HALLMARK_TGF_BETA_SIGNALING,2,54,0.037037037037037035,0.9989063819278544,0.891472514763989,21803/11848,Tgfb1/Rhoa,ENSMUSG00000002603/ENSMUSG00000007815
H,01,583,188,4395,HALLMARK_TNFA_SIGNALING_VIA_NFKB,4,200,0.02,0.9989063819278544,0.891472514763989,56722/17133/11852/12044,Litaf/Maff/Rhob/Bcl2a1a,ENSMUSG00000022500/ENSMUSG00000042622/ENSMUSG00000054364/ENSMUSG00000102037
H,01,583,188,4395,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,5,113,0.04424778761061947,0.9989063819278544,0.891472514763989,12317/70640/11911/15270/13681,Calr/Dcp2/Atf4/H2afx/Eif4a1,ENSMUSG00000003814/ENSMUSG00000024472/ENSMUSG00000042406/ENSMUSG00000049932/ENSMUSG00000059796
H,01,583,188,4395,HALLMARK_UV_RESPONSE_DN,2,144,0.013888888888888888,0.9989063819278544,0.891472514763989,17748/12306,Mt1/Anxa2,ENSMUSG00000031765/ENSMUSG00000032231
H,01,583,188,4395,HALLMARK_UV_RESPONSE_UP,7,162,0.043209876543209874,0.9989063819278544,0.891472514763989,59045/13039/22275/74325/15270/11852/15040,Stard3/Ctsl/Urod/Cltb/H2afx/Rhob/H2-T23,ENSMUSG00000018167/ENSMUSG00000021477/ENSMUSG00000028684/ENSMUSG00000047547/ENSMUSG00000049932/ENSMUSG00000054364/ENSMUSG00000067212
H,01,583,188,4395,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,42,0.023809523809523808,0.9989063819278544,0.891472514763989,22059,Trp53,ENSMUSG00000059552
H,01,583,188,4395,HALLMARK_XENOBIOTIC_METABOLISM,6,202,0.0297029702970297,0.9989063819278544,0.891472514763989,16000/110172/14873/21937/69071/67880,Igf1/Slc35b1/Gsto1/Tnfrsf1a/Tmem97/Dcxr,ENSMUSG00000020053/ENSMUSG00000020873/ENSMUSG00000025068/ENSMUSG00000030341/ENSMUSG00000037278/ENSMUSG00000039450
H,00,282,62,4395,HALLMARK_ADIPOGENESIS,4,200,0.02,0.9515648584032357,0.9515648584032357,19376/20887/70316/19218,Rab34/Sult1a1/Ndufab1/Ptger3,ENSMUSG00000002059/ENSMUSG00000030711/ENSMUSG00000030869/ENSMUSG00000040016
H,00,282,62,4395,HALLMARK_ALLOGRAFT_REJECTION,1,204,0.004901960784313725,0.9515648584032357,0.9515648584032357,12578,Cdkn2a,ENSMUSG00000044303
H,00,282,62,4395,HALLMARK_APICAL_JUNCTION,1,199,0.005025125628140704,0.9515648584032357,0.9515648584032357,69165,Cd209b,ENSMUSG00000065987
H,00,282,62,4395,HALLMARK_APICAL_SURFACE,1,44,0.022727272727272728,0.9515648584032357,0.9515648584032357,14451,Gas1,ENSMUSG00000052957
H,00,282,62,4395,HALLMARK_APOPTOSIS,1,161,0.006211180124223602,0.9515648584032357,0.9515648584032357,16668,Krt18,ENSMUSG00000023043
H,00,282,62,4395,HALLMARK_BILE_ACID_METABOLISM,2,113,0.017699115044247787,0.9515648584032357,0.9515648584032357,13123/11835,Cyp7b1/Ar,ENSMUSG00000039519/ENSMUSG00000046532
H,00,282,62,4395,HALLMARK_CHOLESTEROL_HOMEOSTASIS,2,74,0.02702702702702703,0.9515648584032357,0.9515648584032357,105853/108767,Mal2/Pnrc1,ENSMUSG00000024479/ENSMUSG00000040128
H,00,282,62,4395,HALLMARK_COAGULATION,1,141,0.0070921985815602835,0.9515648584032357,0.9515648584032357,18550,Furin,ENSMUSG00000030530
H,00,282,62,4395,HALLMARK_DNA_REPAIR,3,150,0.02,0.9515648584032357,0.9515648584032357,27369/20922/68219,Dguok/Supt4a/Nudt21,ENSMUSG00000014554/ENSMUSG00000020485/ENSMUSG00000031754
H,00,282,62,4395,HALLMARK_E2F_TARGETS,5,200,0.025,0.9515648584032357,0.9515648584032357,114714/15354/67196/68219/12578,Rad51c/Hmgb3/Ube2t/Nudt21/Cdkn2a,ENSMUSG00000007646/ENSMUSG00000015217/ENSMUSG00000026429/ENSMUSG00000031754/ENSMUSG00000044303
H,00,282,62,4395,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2,200,0.01,0.9515648584032357,0.9515648584032357,18074/14451,Nid2/Gas1,ENSMUSG00000021806/ENSMUSG00000052957
H,00,282,62,4395,HALLMARK_ESTROGEN_RESPONSE_EARLY,5,200,0.025,0.9515648584032357,0.9515648584032357,15460/16668/20510/11835/244152,Hr/Krt18/Slc1a1/Ar/Tsku,ENSMUSG00000022096/ENSMUSG00000023043/ENSMUSG00000024935/ENSMUSG00000046532/ENSMUSG00000049580
H,00,282,62,4395,HALLMARK_ESTROGEN_RESPONSE_LATE,4,206,0.019417475728155338,0.9515648584032357,0.9515648584032357,15460/56335/30045/19218,Hr/Mettl3/Dnajc12/Ptger3,ENSMUSG00000022096/ENSMUSG00000022160/ENSMUSG00000036764/ENSMUSG00000040016
H,00,282,62,4395,HALLMARK_FATTY_ACID_METABOLISM,3,160,0.01875,0.9515648584032357,0.9515648584032357,235674/18263/14080,Acaa1b/Odc1/Fabp1,ENSMUSG00000010651/ENSMUSG00000011179/ENSMUSG00000054422
H,00,282,62,4395,HALLMARK_G2M_CHECKPOINT,5,199,0.02512562814070352,0.9515648584032357,0.9515648584032357,18263/15354/12412/15260/12235,Odc1/Hmgb3/Cbx1/Hira/Bub1,ENSMUSG00000011179/ENSMUSG00000015217/ENSMUSG00000018666/ENSMUSG00000022702/ENSMUSG00000027379
H,00,282,62,4395,HALLMARK_GLYCOLYSIS,2,200,0.01,0.9515648584032357,0.9515648584032357,56375/23897,B4galt4/Hax1,ENSMUSG00000022793/ENSMUSG00000027944
H,00,282,62,4395,HALLMARK_HEME_METABOLISM,2,195,0.010256410256410256,0.9515648584032357,0.9515648584032357,74309/59028,Osbp2/Rcl1,ENSMUSG00000020435/ENSMUSG00000024785
H,00,282,62,4395,HALLMARK_HYPOXIA,3,201,0.014925373134328358,0.9515648584032357,0.9515648584032357,56485/108767/18750,Slc2a5/Pnrc1/Prkca,ENSMUSG00000028976/ENSMUSG00000040128/ENSMUSG00000050965
H,00,282,62,4395,HALLMARK_IL2_STAT5_SIGNALING,2,200,0.01,0.9515648584032357,0.9515648584032357,18263/18550,Odc1/Furin,ENSMUSG00000011179/ENSMUSG00000030530
H,00,282,62,4395,HALLMARK_IL6_JAK_STAT3_SIGNALING,1,88,0.011363636363636364,0.9515648584032357,0.9515648584032357,23897,Hax1,ENSMUSG00000027944
H,00,282,62,4395,HALLMARK_INFLAMMATORY_RESPONSE,1,199,0.005025125628140704,0.9515648584032357,0.9515648584032357,19106,Eif2ak2,ENSMUSG00000024079
H,00,282,62,4395,HALLMARK_INTERFERON_ALPHA_RESPONSE,1,102,0.00980392156862745,0.9515648584032357,0.9515648584032357,19106,Eif2ak2,ENSMUSG00000024079
H,00,282,62,4395,HALLMARK_INTERFERON_GAMMA_RESPONSE,1,208,0.004807692307692308,0.9515648584032357,0.9515648584032357,19106,Eif2ak2,ENSMUSG00000024079
H,00,282,62,4395,HALLMARK_KRAS_SIGNALING_DN,2,205,0.00975609756097561,0.9515648584032357,0.9515648584032357,15139/21819,Hc/Tg,ENSMUSG00000026874/ENSMUSG00000053469
H,00,282,62,4395,HALLMARK_KRAS_SIGNALING_UP,3,204,0.014705882352941176,0.9515648584032357,0.9515648584032357,24064/57349/234309,Spry2/Ppbp/Cbr4,ENSMUSG00000022114/ENSMUSG00000029372/ENSMUSG00000031641
H,00,282,62,4395,HALLMARK_MITOTIC_SPINDLE,3,199,0.01507537688442211,0.9515648584032357,0.9515648584032357,68097/12235/68743,Dynll2/Bub1/Anln,ENSMUSG00000020483/ENSMUSG00000027379/ENSMUSG00000036777
H,00,282,62,4395,HALLMARK_MTORC1_SIGNALING,3,200,0.015,0.9515648584032357,0.9515648584032357,78925/12235/56312,Srd5a1/Bub1/Nupr1,ENSMUSG00000021594/ENSMUSG00000027379/ENSMUSG00000030717
H,00,282,62,4395,HALLMARK_MYC_TARGETS_V1,2,200,0.01,0.9515648584032357,0.9515648584032357,18263/70316,Odc1/Ndufab1,ENSMUSG00000011179/ENSMUSG00000030869
H,00,282,62,4395,HALLMARK_MYC_TARGETS_V2,1,58,0.017241379310344827,0.9515648584032357,0.9515648584032357,59028,Rcl1,ENSMUSG00000024785
H,00,282,62,4395,HALLMARK_MYOGENESIS,2,200,0.01,0.9515648584032357,0.9515648584032357,12224/17907,Klf5/Mylpf,ENSMUSG00000005148/ENSMUSG00000030672
H,00,282,62,4395,HALLMARK_NOTCH_SIGNALING,1,32,0.03125,0.9515648584032357,0.9515648584032357,18750,Prkca,ENSMUSG00000050965
H,00,282,62,4395,HALLMARK_OXIDATIVE_PHOSPHORYLATION,5,198,0.025252525252525252,0.9515648584032357,0.9515648584032357,235674/69802/67994/70316/210009,Acaa1b/Cox11/Mrps11/Ndufab1/Mtrr,ENSMUSG00000010651/ENSMUSG00000020544/ENSMUSG00000030611/ENSMUSG00000030869/ENSMUSG00000034617
H,00,282,62,4395,HALLMARK_P53_PATHWAY,5,200,0.025,0.9515648584032357,0.9515648584032357,114714/56312/216456/12578/15939,Rad51c/Nupr1/Gls2/Cdkn2a/Ier5,ENSMUSG00000007646/ENSMUSG00000030717/ENSMUSG00000044005/ENSMUSG00000044303/ENSMUSG00000056708
H,00,282,62,4395,HALLMARK_PEROXISOME,1,107,0.009345794392523364,0.9515648584032357,0.9515648584032357,235674,Acaa1b,ENSMUSG00000010651
H,00,282,62,4395,HALLMARK_PROTEIN_SECRETION,2,96,0.020833333333333332,0.9515648584032357,0.9515648584032357,16668/216350,Krt18/Tspan8,ENSMUSG00000023043/ENSMUSG00000034127
H,00,282,62,4395,HALLMARK_SPERMATOGENESIS,5,135,0.037037037037037035,0.9515648584032357,0.9515648584032357,18976/12235/56485/15512/14415,Pomc/Bub1/Slc2a5/Hspa2/Gad1,ENSMUSG00000020660/ENSMUSG00000027379/ENSMUSG00000028976/ENSMUSG00000059970/ENSMUSG00000070880
H,00,282,62,4395,HALLMARK_TGF_BETA_SIGNALING,1,54,0.018518518518518517,0.9515648584032357,0.9515648584032357,18550,Furin,ENSMUSG00000030530
H,00,282,62,4395,HALLMARK_TNFA_SIGNALING_VIA_NFKB,4,200,0.02,0.9515648584032357,0.9515648584032357,18626/108767/15936/15939,Per1/Pnrc1/Ier2/Ier5,ENSMUSG00000020893/ENSMUSG00000040128/ENSMUSG00000053560/ENSMUSG00000056708
H,00,282,62,4395,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,113,0.008849557522123894,0.9515648584032357,0.9515648584032357,75416,Nop14,ENSMUSG00000036693
H,00,282,62,4395,HALLMARK_UV_RESPONSE_DN,1,144,0.006944444444444444,0.9515648584032357,0.9515648584032357,18750,Prkca,ENSMUSG00000050965
H,00,282,62,4395,HALLMARK_UV_RESPONSE_UP,4,162,0.024691358024691357,0.9515648584032357,0.9515648584032357,235674/18550/20887/15512,Acaa1b/Furin/Sult1a1/Hspa2,ENSMUSG00000010651/ENSMUSG00000030530/ENSMUSG00000030711/ENSMUSG00000059970
H,00,282,62,4395,HALLMARK_XENOBIOTIC_METABOLISM,3,202,0.01485148514851485,0.9515648584032357,0.9515648584032357,14080/11761/14415,Fabp1/Aox1/Gad1,ENSMUSG00000054422/ENSMUSG00000063558/ENSMUSG00000070880
H,08,200,62,4395,HALLMARK_MITOTIC_SPINDLE,8,199,0.04020100502512563,0.24648582015348083,0.24615318072007533,259279/109934/18005/16569/13605/15185/71602/11855,Tubgcp3/Abr/Nek2/Kif3b/Ect2/Hdac6/Myo1e/Arhgap5,ENSMUSG00000000759/ENSMUSG00000017631/ENSMUSG00000026622/ENSMUSG00000027475/ENSMUSG00000027699/ENSMUSG00000031161/ENSMUSG00000032220/ENSMUSG00000035133
H,08,200,62,4395,HALLMARK_ESTROGEN_RESPONSE_EARLY,7,200,0.035,0.4174112295838563,0.41684792158171885,23989/27410/225115/14104/23802/116914/226101,Med24/Abca3/Svil/Fasn/Amfr/Slc19a2/Myof,ENSMUSG00000017210/ENSMUSG00000024130/ENSMUSG00000024236/ENSMUSG00000025153/ENSMUSG00000031751/ENSMUSG00000040918/ENSMUSG00000048612
H,08,200,62,4395,HALLMARK_ADIPOGENESIS,3,200,0.015,0.9485884110160863,0.9473082647124208,56085/94044/104112,Ubqln1/Bcl2l13/Acly,ENSMUSG00000005312/ENSMUSG00000009112/ENSMUSG00000020917
H,08,200,62,4395,HALLMARK_ALLOGRAFT_REJECTION,1,204,0.004901960784313725,0.9485884110160863,0.9473082647124208,56468,Socs5,ENSMUSG00000037104
H,08,200,62,4395,HALLMARK_ANDROGEN_RESPONSE,2,111,0.018018018018018018,0.9485884110160863,0.9473082647124208,20250/239273,Scd2/Abcc4,ENSMUSG00000025203/ENSMUSG00000032849
H,08,200,62,4395,HALLMARK_APICAL_JUNCTION,3,199,0.01507537688442211,0.9485884110160863,0.9473082647124208,16151/12385/19261,Ikbkg/Ctnna1/Sirpa,ENSMUSG00000004221/ENSMUSG00000037815/ENSMUSG00000037902
H,08,200,62,4395,HALLMARK_APOPTOSIS,1,161,0.006211180124223602,0.9485884110160863,0.9473082647124208,74006,Dnm1l,ENSMUSG00000022789
H,08,200,62,4395,HALLMARK_BILE_ACID_METABOLISM,2,113,0.017699115044247787,0.9485884110160863,0.9473082647124208,27410/66307,Abca3/Isoc1,ENSMUSG00000024130/ENSMUSG00000024601
H,08,200,62,4395,HALLMARK_CHOLESTEROL_HOMEOSTASIS,2,74,0.02702702702702703,0.9485884110160863,0.9473082647124208,14104/20250,Fasn/Scd2,ENSMUSG00000025153/ENSMUSG00000025203
H,08,200,62,4395,HALLMARK_COMPLEMENT,1,197,0.005076142131979695,0.9485884110160863,0.9473082647124208,110157,Raf1,ENSMUSG00000000441
H,08,200,62,4395,HALLMARK_DNA_REPAIR,2,150,0.013333333333333334,0.9485884110160863,0.9473082647124208,13194/13871,Ddb1/Ercc2,ENSMUSG00000024740/ENSMUSG00000030400
H,08,200,62,4395,HALLMARK_E2F_TARGETS,3,200,0.015,0.9485884110160863,0.9473082647124208,13433/16201/100710,Dnmt1/Ilf3/Pds5b,ENSMUSG00000004099/ENSMUSG00000032178/ENSMUSG00000034021
H,08,200,62,4395,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,200,0.005,0.9485884110160863,0.9473082647124208,12847,Copa,ENSMUSG00000026553
H,08,200,62,4395,HALLMARK_ESTROGEN_RESPONSE_LATE,4,206,0.019417475728155338,0.9485884110160863,0.9473082647124208,19348/27410/23802/226101,Kif20a/Abca3/Amfr/Myof,ENSMUSG00000003779/ENSMUSG00000024130/ENSMUSG00000031751/ENSMUSG00000048612
H,08,200,62,4395,HALLMARK_FATTY_ACID_METABOLISM,2,160,0.0125,0.9485884110160863,0.9473082647124208,14104/68728,Fasn/Trp53inp2,ENSMUSG00000025153/ENSMUSG00000038375
H,08,200,62,4395,HALLMARK_G2M_CHECKPOINT,4,199,0.020100502512562814,0.9485884110160863,0.9473082647124208,18005/22427/16201/100710,Nek2/Wrn/Ilf3/Pds5b,ENSMUSG00000026622/ENSMUSG00000031583/ENSMUSG00000032178/ENSMUSG00000034021
H,08,200,62,4395,HALLMARK_GLYCOLYSIS,3,200,0.015,0.9485884110160863,0.9473082647124208,19348/23989/107029,Kif20a/Med24/Me2,ENSMUSG00000003779/ENSMUSG00000017210/ENSMUSG00000024556
H,08,200,62,4395,HALLMARK_HEME_METABOLISM,3,195,0.015384615384615385,0.9485884110160863,0.9473082647124208,65246/214597/18023,Xpo7/Sidt2/Nfe2l1,ENSMUSG00000022100/ENSMUSG00000034908/ENSMUSG00000038615
H,08,200,62,4395,HALLMARK_HYPOXIA,1,201,0.004975124378109453,0.9485884110160863,0.9473082647124208,11717,Ampd3,ENSMUSG00000005686
H,08,200,62,4395,HALLMARK_IL2_STAT5_SIGNALING,2,200,0.01,0.9485884110160863,0.9473082647124208,71602/225010,Myo1e/Lclat1,ENSMUSG00000032220/ENSMUSG00000054469
H,08,200,62,4395,HALLMARK_IL6_JAK_STAT3_SIGNALING,1,88,0.011363636363636364,0.9485884110160863,0.9473082647124208,16172,Il17ra,ENSMUSG00000002897
H,08,200,62,4395,HALLMARK_INFLAMMATORY_RESPONSE,3,199,0.01507537688442211,0.9485884110160863,0.9473082647124208,110157/26362/19219,Raf1/Axl/Ptger4,ENSMUSG00000000441/ENSMUSG00000002602/ENSMUSG00000039942
H,08,200,62,4395,HALLMARK_INTERFERON_GAMMA_RESPONSE,2,208,0.009615384615384616,0.9485884110160863,0.9473082647124208,21928/66307,Tnfaip2/Isoc1,ENSMUSG00000021281/ENSMUSG00000024601
H,08,200,62,4395,HALLMARK_KRAS_SIGNALING_UP,2,204,0.00980392156862745,0.9485884110160863,0.9473082647124208,18826/74320,Lcp1/Wdr33,ENSMUSG00000021998/ENSMUSG00000024400
H,08,200,62,4395,HALLMARK_MTORC1_SIGNALING,3,200,0.015,0.9485884110160863,0.9473082647124208,104112/20250/27407,Acly/Scd2/Abcf2,ENSMUSG00000020917/ENSMUSG00000025203/ENSMUSG00000028953
H,08,200,62,4395,HALLMARK_MYOGENESIS,4,200,0.02,0.9485884110160863,0.9473082647124208,22084/225115/20250/83679,Tsc2/Svil/Scd2/Pde4dip,ENSMUSG00000002496/ENSMUSG00000024236/ENSMUSG00000025203/ENSMUSG00000038170
H,08,200,62,4395,HALLMARK_NOTCH_SIGNALING,1,32,0.03125,0.9485884110160863,0.9473082647124208,207521,Dtx4,ENSMUSG00000039982
H,08,200,62,4395,HALLMARK_OXIDATIVE_PHOSPHORYLATION,2,198,0.010101010101010102,0.9485884110160863,0.9473082647124208,66865/74143,Pmpca/Opa1,ENSMUSG00000026926/ENSMUSG00000038084
H,08,200,62,4395,HALLMARK_P53_PATHWAY,2,200,0.01,0.9485884110160863,0.9473082647124208,22337/116914,Vdr/Slc19a2,ENSMUSG00000022479/ENSMUSG00000040918
H,08,200,62,4395,HALLMARK_PANCREAS_BETA_CELLS,1,40,0.025,0.9485884110160863,0.9473082647124208,22337,Vdr,ENSMUSG00000022479
H,08,200,62,4395,HALLMARK_PEROXISOME,1,107,0.009345794392523364,0.9485884110160863,0.9473082647124208,66307,Isoc1,ENSMUSG00000024601
H,08,200,62,4395,HALLMARK_PI3K_AKT_MTOR_SIGNALING,2,105,0.01904761904761905,0.9485884110160863,0.9473082647124208,110157/22084,Raf1/Tsc2,ENSMUSG00000000441/ENSMUSG00000002496
H,08,200,62,4395,HALLMARK_PROTEIN_SECRETION,1,96,0.010416666666666666,0.9485884110160863,0.9473082647124208,74006,Dnm1l,ENSMUSG00000022789
H,08,200,62,4395,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,49,0.02040816326530612,0.9485884110160863,0.9473082647124208,13871,Ercc2,ENSMUSG00000030400
H,08,200,62,4395,HALLMARK_SPERMATOGENESIS,1,135,0.007407407407407408,0.9485884110160863,0.9473082647124208,18005,Nek2,ENSMUSG00000026622
H,08,200,62,4395,HALLMARK_TNFA_SIGNALING_VIA_NFKB,2,200,0.01,0.9485884110160863,0.9473082647124208,21928/19219,Tnfaip2/Ptger4,ENSMUSG00000021281/ENSMUSG00000039942
H,08,200,62,4395,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,113,0.008849557522123894,0.9485884110160863,0.9473082647124208,234699,Edc4,ENSMUSG00000036270
H,08,200,62,4395,HALLMARK_UV_RESPONSE_DN,4,144,0.027777777777777776,0.9485884110160863,0.9473082647124208,20975/11990/21813/106583,Synj2/Atrn/Tgfbr2/Scaf8,ENSMUSG00000023805/ENSMUSG00000027312/ENSMUSG00000032440/ENSMUSG00000046201
H,08,200,62,4395,HALLMARK_UV_RESPONSE_UP,2,162,0.012345679012345678,0.9485884110160863,0.9473082647124208,73340/73122,Nptxr/Tgfbrap1,ENSMUSG00000022421/ENSMUSG00000070939
H,09,164,33,4395,HALLMARK_INTERFERON_GAMMA_RESPONSE,8,208,0.038461538461538464,0.004273915173375474,0.0039220814006684515,14990/12575/14102/12369/100038882/15018/80876/667977,H2-M2/Cdkn1a/Fas/Casp7/Isg15/H2-Q7/Ifitm2/Gm8909,ENSMUSG00000016283/ENSMUSG00000023067/ENSMUSG00000024778/ENSMUSG00000025076/ENSMUSG00000035692/ENSMUSG00000060550/ENSMUSG00000060591/ENSMUSG00000073402
H,09,164,33,4395,HALLMARK_P53_PATHWAY,5,200,0.025,0.21063587557200278,0.19329608014704708,12444/12575/14102/19143/13849,Ccnd2/Cdkn1a/Fas/St14/Ephx1,ENSMUSG00000000184/ENSMUSG00000023067/ENSMUSG00000024778/ENSMUSG00000031995/ENSMUSG00000038776
H,09,164,33,4395,HALLMARK_XENOBIOTIC_METABOLISM,5,202,0.024752475247524754,0.21063587557200278,0.19329608014704708,15902/14102/13082/14085/13849,Id2/Fas/Cyp26a1/Fah/Ephx1,ENSMUSG00000020644/ENSMUSG00000024778/ENSMUSG00000024987/ENSMUSG00000030630/ENSMUSG00000038776
H,09,164,33,4395,HALLMARK_APOPTOSIS,4,161,0.024844720496894408,0.3026944523325486,0.27777628554134015,12444/12575/14102/12369,Ccnd2/Cdkn1a/Fas/Casp7,ENSMUSG00000000184/ENSMUSG00000023067/ENSMUSG00000024778/ENSMUSG00000025076
H,09,164,33,4395,HALLMARK_INTERFERON_ALPHA_RESPONSE,3,102,0.029411764705882353,0.3122218744280811,0.286519398935351,100038882/15018/80876,Isg15/H2-Q7/Ifitm2,ENSMUSG00000035692/ENSMUSG00000060550/ENSMUSG00000060591
H,09,164,33,4395,HALLMARK_ALLOGRAFT_REJECTION,4,204,0.0196078431372549,0.31402891404809974,0.2881776809078378,12444/15001/14102/15018,Ccnd2/H2-Oa/Fas/H2-Q7,ENSMUSG00000000184/ENSMUSG00000024334/ENSMUSG00000024778/ENSMUSG00000060550
H,09,164,33,4395,HALLMARK_IL2_STAT5_SIGNALING,4,200,0.02,0.31402891404809974,0.2881776809078378,12444/14085/20193/12168,Ccnd2/Fah/S100a1/Bmpr2,ENSMUSG00000000184/ENSMUSG00000030630/ENSMUSG00000044080/ENSMUSG00000067336
