Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,module
HALLMARK_UV_RESPONSE_DN,8,8/142,144/4395,0.7438304810666527,17295/207615/13548/27360/226519/18129/18707/217692,Met/Wdr37/Dyrk1a/Add3/Lamc1/Notch2/Pik3cd/Sipa1l1,ENSMUSG00000009376/ENSMUSG00000021147/ENSMUSG00000022897/ENSMUSG00000025026/ENSMUSG00000026478/ENSMUSG00000027878/ENSMUSG00000039936/ENSMUSG00000042700,H,2
HALLMARK_E2F_TARGETS,10,10/142,200/4395,0.7438304810666527,54141/103135/18972/21973/218210/12580/20842/68298/18971/70699,Spag5/Pan2/Pold2/Top2a/Nup153/Cdkn2c/Stag1/Ncapd2/Pold1/Nup205,ENSMUSG00000002055/ENSMUSG00000005682/ENSMUSG00000020471/ENSMUSG00000020914/ENSMUSG00000021374/ENSMUSG00000028551/ENSMUSG00000037286/ENSMUSG00000038252/ENSMUSG00000038644/ENSMUSG00000038759,H,2
HALLMARK_G2M_CHECKPOINT,11,11/142,199/4395,0.7438304810666527,21973/19134/20496/18129/12580/212999/71819/21887/77782/20842/101706,Top2a/Prpf4b/Slc12a2/Notch2/Cdkn2c/Tnpo2/Kif23/Tle3/Polq/Stag1/Numa1,ENSMUSG00000020914/ENSMUSG00000021413/ENSMUSG00000024597/ENSMUSG00000027878/ENSMUSG00000028551/ENSMUSG00000031691/ENSMUSG00000032254/ENSMUSG00000032280/ENSMUSG00000034206/ENSMUSG00000037286/ENSMUSG00000066306,H,2
HALLMARK_P53_PATHWAY,11,11/142,200/4395,0.7438304810666527,17988/11783/76884/20969/27416/26570/230233/12445/140570/19267/16554,Ndrg1/Apaf1/Cyfip2/Sdc1/Abcc5/Slc7a11/Elp1/Ccnd3/Plxnb2/Ptpre/Kif13b,ENSMUSG00000005125/ENSMUSG00000019979/ENSMUSG00000020340/ENSMUSG00000020592/ENSMUSG00000022822/ENSMUSG00000027737/ENSMUSG00000028431/ENSMUSG00000034165/ENSMUSG00000036606/ENSMUSG00000041836/ENSMUSG00000060012,H,2
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,3,3/142,49/4395,0.9862262160785896,216161/108737/17196,Sbno2/Oxsr1/Mbp,ENSMUSG00000035673/ENSMUSG00000036737/ENSMUSG00000041607,H,2
HALLMARK_HEME_METABOLISM,9,9/142,195/4395,0.9862262160785896,67608/60611/14055/70827/26570/11518/12445/84585/219094,Narf/Foxj2/Ezh1/Trak2/Slc7a11/Add1/Ccnd3/Rnf123/Khnyn,ENSMUSG00000000056/ENSMUSG00000003154/ENSMUSG00000006920/ENSMUSG00000026028/ENSMUSG00000027737/ENSMUSG00000029106/ENSMUSG00000034165/ENSMUSG00000041528/ENSMUSG00000047153,H,2
HALLMARK_GLYCOLYSIS,9,9/142,200/4395,0.9862262160785896,15277/17295/20969/50527/20970/52231/14583/100910/23908,Hk2/Met/Sdc1/Ero1l/Sdc3/Ankzf1/Gfpt1/Chpf2/Hs2st1,ENSMUSG00000000628/ENSMUSG00000009376/ENSMUSG00000020592/ENSMUSG00000021831/ENSMUSG00000025743/ENSMUSG00000026199/ENSMUSG00000029992/ENSMUSG00000038181/ENSMUSG00000040151,H,2
HALLMARK_TGF_BETA_SIGNALING,1,1/142,54/4395,0.9987133739846927,20742,Sptbn1,ENSMUSG00000020315,H,2
HALLMARK_MYC_TARGETS_V2,1,1/142,58/4395,0.9987133739846927,15277,Hk2,ENSMUSG00000000628,H,2
HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1/142,74/4395,0.9987133739846927,11305,Abca2,ENSMUSG00000026944,H,2
HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1/142,88/4395,0.9987133739846927,54721,Tyk2,ENSMUSG00000032175,H,2
HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1/142,105/4395,0.9987133739846927,74370,Rptor,ENSMUSG00000025583,H,2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1/142,198/4395,0.9987133739846927,231086,Hadhb,ENSMUSG00000059447,H,2
HALLMARK_WNT_BETA_CATENIN_SIGNALING,2,2/142,42/4395,0.9987133739846927,15184/14362,Hdac5/Fzd1,ENSMUSG00000008855/ENSMUSG00000044674,H,2
HALLMARK_APICAL_SURFACE,2,2/142,44/4395,0.9987133739846927,11630/230872,Crybg1/Crocc,ENSMUSG00000019866/ENSMUSG00000040860,H,2
HALLMARK_ANDROGEN_RESPONSE,2,2/142,111/4395,0.9987133739846927,17988/12445,Ndrg1/Ccnd3,ENSMUSG00000005125/ENSMUSG00000034165,H,2
HALLMARK_FATTY_ACID_METABOLISM,2,2/142,160/4395,0.9987133739846927,14081/231086,Acsl1/Hadhb,ENSMUSG00000018796/ENSMUSG00000059447,H,2
HALLMARK_UV_RESPONSE_UP,2,2/142,162/4395,0.9987133739846927,53319/12445,Nxf1/Ccnd3,ENSMUSG00000010097/ENSMUSG00000034165,H,2
HALLMARK_MYC_TARGETS_V1,2,2/142,200/4395,0.9987133739846927,18972/101943,Pold2/Sf3b3,ENSMUSG00000020471/ENSMUSG00000033732,H,2
HALLMARK_KRAS_SIGNALING_DN,2,2/142,205/4395,0.9987133739846927,19271/227541,Ptprj/Camk1d,ENSMUSG00000025314/ENSMUSG00000039145,H,2
HALLMARK_PROTEIN_SECRETION,3,3/142,96/4395,0.9987133739846927,16561/99371/12176,Kif1b/Arfgef2/Bnip3,ENSMUSG00000063077/ENSMUSG00000074582/ENSMUSG00000078566,H,2
HALLMARK_BILE_ACID_METABOLISM,3,3/142,113/4395,0.9987133739846927,14081/11305/66887,Acsl1/Abca2/Lonp2,ENSMUSG00000018796/ENSMUSG00000026944/ENSMUSG00000047866,H,2
HALLMARK_DNA_REPAIR,3,3/142,150/4395,0.9987133739846927,20020/11512/18971,Polr2a/Adcy6/Pold1,ENSMUSG00000005198/ENSMUSG00000022994/ENSMUSG00000038644,H,2
HALLMARK_COMPLEMENT,3,3/142,197/4395,0.9987133739846927,16452/210293/70675,Jak2/Dock10/Vcpip1,ENSMUSG00000024789/ENSMUSG00000038608/ENSMUSG00000045210,H,2
HALLMARK_INFLAMMATORY_RESPONSE,3,3/142,199/4395,0.9987133739846927,17295/19267/16561,Met/Ptpre/Kif1b,ENSMUSG00000009376/ENSMUSG00000041836/ENSMUSG00000063077,H,2
HALLMARK_TNFA_SIGNALING_VIA_NFKB,3,3/142,200/4395,0.9987133739846927,54446/14284/19267,Nfat5/Fosl2/Ptpre,ENSMUSG00000003847/ENSMUSG00000029135/ENSMUSG00000041836,H,2
HALLMARK_INTERFERON_ALPHA_RESPONSE,4,4/142,102/4395,0.9987133739846927,74157/56417/74153/547253,Cmtr1/Adar/Uba7/Parp14,ENSMUSG00000024019/ENSMUSG00000027951/ENSMUSG00000032596/ENSMUSG00000034422,H,2
HALLMARK_PEROXISOME,4,4/142,107/4395,0.9987133739846927,14081/21973/27416/66887,Acsl1/Top2a/Abcc5/Lonp2,ENSMUSG00000018796/ENSMUSG00000020914/ENSMUSG00000022822/ENSMUSG00000047866,H,2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,4,4/142,200/4395,0.9987133739846927,20969/226519/18129/192176,Sdc1/Lamc1/Notch2/Flna,ENSMUSG00000020592/ENSMUSG00000026478/ENSMUSG00000027878/ENSMUSG00000031328,H,2
HALLMARK_XENOBIOTIC_METABOLISM,4,4/142,202/4395,0.9987133739846927,20514/76884/22436/64292,Slc1a5/Cyfip2/Xdh/Ptges,ENSMUSG00000001918/ENSMUSG00000020340/ENSMUSG00000024066/ENSMUSG00000050737,H,2
HALLMARK_KRAS_SIGNALING_UP,4,4/142,204/4395,0.9987133739846927,94176/18080/50527/78937,Dock2/Nin/Ero1l/Avl9,ENSMUSG00000020143/ENSMUSG00000021068/ENSMUSG00000021831/ENSMUSG00000029787,H,2
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,5,5/142,113/4395,0.9987133739846927,104625/50527/75901/56454/13191,Cnot6/Ero1l/Dcp1a/Aldh18a1/Dctn1,ENSMUSG00000020362/ENSMUSG00000021831/ENSMUSG00000021962/ENSMUSG00000025007/ENSMUSG00000031865,H,2
HALLMARK_SPERMATOGENESIS,5,5/142,135/4395,0.9987133739846927,20496/21888/56717/235559/27399,Slc12a2/Tle4/Mtor/Topbp1/Ip6k1,ENSMUSG00000024597/ENSMUSG00000024642/ENSMUSG00000028991/ENSMUSG00000032555/ENSMUSG00000032594,H,2
HALLMARK_ESTROGEN_RESPONSE_EARLY,5,5/142,200/4395,0.9987133739846927,193796/16452/27360/286940/64292,Kdm4b/Jak2/Add3/Flnb/Ptges,ENSMUSG00000024201/ENSMUSG00000024789/ENSMUSG00000025026/ENSMUSG00000025278/ENSMUSG00000050737,H,2
HALLMARK_APOPTOSIS,6,6/142,161/4395,0.9987133739846927,13867/21973/11518/14863/228355/20740,Erbb3/Top2a/Add1/Gstm2/Madd/Sptan1,ENSMUSG00000018166/ENSMUSG00000020914/ENSMUSG00000029106/ENSMUSG00000040562/ENSMUSG00000040687/ENSMUSG00000057738,H,2
HALLMARK_IL2_STAT5_SIGNALING,6,6/142,200/4395,0.9987133739846927,15277/20514/17988/17979/12445/69863,Hk2/Slc1a5/Ndrg1/Ncoa3/Ccnd3/Ttc39b,ENSMUSG00000000628/ENSMUSG00000001918/ENSMUSG00000005125/ENSMUSG00000027678/ENSMUSG00000034165/ENSMUSG00000038172,H,2
HALLMARK_MTORC1_SIGNALING,6,6/142,200/4395,0.9987133739846927,15277/20514/50527/27360/26570/70699,Hk2/Slc1a5/Ero1l/Add3/Slc7a11/Nup205,ENSMUSG00000000628/ENSMUSG00000001918/ENSMUSG00000021831/ENSMUSG00000025026/ENSMUSG00000027737/ENSMUSG00000038759,H,2
HALLMARK_APICAL_JUNCTION,7,7/142,199/4395,0.9987133739846927,12561/17886/20970/56492/16332/75599/381921,Cdh4/Myh9/Sdc3/Cldn18/Inppl1/Pcdh1/Taok2,ENSMUSG00000000305/ENSMUSG00000022443/ENSMUSG00000025743/ENSMUSG00000032473/ENSMUSG00000032737/ENSMUSG00000051375/ENSMUSG00000059981,H,2
HALLMARK_ADIPOGENESIS,7,7/142,200/4395,0.9987133739846927,20514/11512/14732/12580/12452/108954/19043,Slc1a5/Adcy6/Gpam/Cdkn2c/Ccng2/Ppp1r15b/Ppm1b,ENSMUSG00000001918/ENSMUSG00000022994/ENSMUSG00000024978/ENSMUSG00000028551/ENSMUSG00000029385/ENSMUSG00000046062/ENSMUSG00000061130,H,2
HALLMARK_ESTROGEN_RESPONSE_LATE,7,7/142,206/4395,0.9987133739846927,217325/21973/16452/27360/286940/16451/64292,Llgl2/Top2a/Jak2/Add3/Flnb/Jak1/Ptges,ENSMUSG00000020782/ENSMUSG00000020914/ENSMUSG00000024789/ENSMUSG00000025026/ENSMUSG00000025278/ENSMUSG00000028530/ENSMUSG00000050737,H,2
HALLMARK_INTERFERON_GAMMA_RESPONSE,7,7/142,208/4395,0.9987133739846927,74157/16452/17979/56417/547253/98999/434341,Cmtr1/Jak2/Ncoa3/Adar/Parp14/Znfx1/Nlrc5,ENSMUSG00000024019/ENSMUSG00000024789/ENSMUSG00000027678/ENSMUSG00000027951/ENSMUSG00000034422/ENSMUSG00000039501/ENSMUSG00000074151,H,2
HALLMARK_MYOGENESIS,8,8/142,200/4395,0.9987133739846927,15184/13867/14081/29856/11568/17886/140570/20740,Hdac5/Erbb3/Acsl1/Smtn/Aebp1/Myh9/Plxnb2/Sptan1,ENSMUSG00000008855/ENSMUSG00000018166/ENSMUSG00000018796/ENSMUSG00000020439/ENSMUSG00000020473/ENSMUSG00000022443/ENSMUSG00000036606/ENSMUSG00000057738,H,2
HALLMARK_HYPOXIA,8,8/142,201/4395,0.9987133739846927,15277/17988/50527/17886/20970/52231/14284/12452,Hk2/Ndrg1/Ero1l/Myh9/Sdc3/Ankzf1/Fosl2/Ccng2,ENSMUSG00000000628/ENSMUSG00000005125/ENSMUSG00000021831/ENSMUSG00000022443/ENSMUSG00000025743/ENSMUSG00000026199/ENSMUSG00000029135/ENSMUSG00000029385,H,2
HALLMARK_ALLOGRAFT_REJECTION,8,8/142,204/4395,0.9987133739846927,18126/16452/230861/16408/56501/192176/54698/12445,Nos2/Jak2/Eif4g3/Itgal/Elf4/Flna/Crtam/Ccnd3,ENSMUSG00000020826/ENSMUSG00000024789/ENSMUSG00000028760/ENSMUSG00000030830/ENSMUSG00000031103/ENSMUSG00000031328/ENSMUSG00000032021/ENSMUSG00000034165,H,2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,37,37/161,198/4395,7.81746772010223e-16,12028/66144/67126/54405/12867/75406/30055/67530/407785/17993/223696/11957/68202/66419/67264/68375/66142/12857/12866/69833/27395/66916/71679/94065/66091/12868/110323/66377/57423/30057/12861/66416/22272/11958/66152/12859/66576,Bax/Atp6v1f/Atp5e/Ndufa1/Cox7c/Ndufs7/Timm13/Uqcrb/Ndufs6/Ndufs4/Tomm22/Atp5j/Ndufa5/Mrpl11/Ndufb8/Ndufa8/Cox7b/Cox4i1/Cox7a2/Polr2f/Mrpl15/Ndufb7/Atp5h/Mrpl34/Ndufa3/Cox8a/Cox6b1/Ndufc1/Atp5j2/Timm8b/Cox6a1/Ndufa7/Uqcrq/Atp5k/Uqcr10/Cox5b/Uqcrh,ENSMUSG00000003873/ENSMUSG00000004285/ENSMUSG00000016252/ENSMUSG00000016427/ENSMUSG00000017778/ENSMUSG00000020153/ENSMUSG00000020219/ENSMUSG00000021520/ENSMUSG00000021606/ENSMUSG00000021764/ENSMUSG00000022427/ENSMUSG00000022890/ENSMUSG00000023089/ENSMUSG00000024902/ENSMUSG00000025204/ENSMUSG00000026895/ENSMUSG00000031231/ENSMUSG00000031818/ENSMUSG00000032330/ENSMUSG00000033020/ENSMUSG00000033845/ENSMUSG00000033938/ENSMUSG00000034566/ENSMUSG00000034880/ENSMUSG00000035674/ENSMUSG00000035885/ENSMUSG00000036751/ENSMUSG00000037152/ENSMUSG00000038690/ENSMUSG00000039016/ENSMUSG00000041697/ENSMUSG00000041881/ENSMUSG00000044894/ENSMUSG00000050856/ENSMUSG00000059534/ENSMUSG00000061518/ENSMUSG00000063882,H,3
HALLMARK_MYC_TARGETS_V1,23,23/161,200/4395,1.430161260515419e-5,52530/66942/27756/20103/14694/68092/67115/55949/26444/20104/19934/19988/68981/23996/66870/19935/107686/16898/68011/19899/68436/11837/268373,Nhp2/Ddx18/Lsm2/Rps5/Rack1/Ncbp2/Rpl14/Eef1b2/Psma7/Rps6/Rpl22/Rpl6/Snrpa1/Psmc4/Serbp1/Mrpl23/Snrpd2/Rps2/Snrpg/Rpl18/Rpl34/Rplp0/Ppia,ENSMUSG00000001056/ENSMUSG00000001674/ENSMUSG00000007050/ENSMUSG00000012848/ENSMUSG00000020372/ENSMUSG00000022774/ENSMUSG00000025794/ENSMUSG00000025967/ENSMUSG00000027566/ENSMUSG00000028495/ENSMUSG00000028936/ENSMUSG00000029614/ENSMUSG00000030512/ENSMUSG00000030603/ENSMUSG00000036371/ENSMUSG00000037772/ENSMUSG00000040824/ENSMUSG00000044533/ENSMUSG00000057278/ENSMUSG00000059070/ENSMUSG00000062006/ENSMUSG00000067274/ENSMUSG00000071866,H,3
HALLMARK_DNA_REPAIR,15,15/161,150/4395,0.004720421219706328,98053/59022/69920/50773/13135/68092/69745/20018/107569/69833/66467/20022/24075/66162/66914,Gtf2f1/Edf1/Polr2i/Nt5c/Dad1/Ncbp2/Pold4/Polr1d/Nt5c3/Polr2f/Gtf2h5/Polr2j/Taf10/Bola2/Vps28,ENSMUSG00000002658/ENSMUSG00000015092/ENSMUSG00000019738/ENSMUSG00000020736/ENSMUSG00000022174/ENSMUSG00000022774/ENSMUSG00000024854/ENSMUSG00000029642/ENSMUSG00000029780/ENSMUSG00000033020/ENSMUSG00000034345/ENSMUSG00000039771/ENSMUSG00000043866/ENSMUSG00000047721/ENSMUSG00000115987,H,3
HALLMARK_INTERFERON_ALPHA_RESPONSE,10,10/161,102/4395,0.04119008226164178,19186/17069/16913/64685/67775/69550/319236/109032/19188/16912,Psme1/Ly6e/Psmb8/Nmi/Rtp4/Bst2/Trim12c/Sp110/Psme2/Psmb9,ENSMUSG00000022216/ENSMUSG00000022587/ENSMUSG00000024338/ENSMUSG00000026946/ENSMUSG00000033355/ENSMUSG00000046718/ENSMUSG00000057143/ENSMUSG00000070034/ENSMUSG00000079197/ENSMUSG00000096727,H,3
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,9,9/161,113/4395,0.1875939516000579,52530/69019/20044/107272/23825/218693/192170/27053/50783,Nhp2/Spcs1/Rps14/Psat1/Banf1/Paip1/Eif4a3/Asns/Lsm4,ENSMUSG00000001056/ENSMUSG00000021917/ENSMUSG00000024608/ENSMUSG00000024640/ENSMUSG00000024844/ENSMUSG00000025451/ENSMUSG00000025580/ENSMUSG00000029752/ENSMUSG00000031848,H,3
HALLMARK_ADIPOGENESIS,13,13/161,200/4395,0.21835740789568975,69721/66148/20655/68202/66142/27395/66916/12868/227095/12861/22272/22117/66152,Nkiras1/Dnajc15/Sod1/Ndufa5/Cox7b/Mrpl15/Ndufb7/Cox8a/Hibch/Cox6a1/Uqcrq/Tst/Uqcr10,ENSMUSG00000021772/ENSMUSG00000022013/ENSMUSG00000022982/ENSMUSG00000023089/ENSMUSG00000031231/ENSMUSG00000033845/ENSMUSG00000033938/ENSMUSG00000035885/ENSMUSG00000041426/ENSMUSG00000041697/ENSMUSG00000044894/ENSMUSG00000044986/ENSMUSG00000059534,H,3
HALLMARK_INTERFERON_GAMMA_RESPONSE,12,12/161,208/4395,0.4762475385833192,19186/17069/18712/16913/64685/58203/19171/67775/69550/109032/19188/16912,Psme1/Ly6e/Pim1/Psmb8/Nmi/Zbp1/Psmb10/Rtp4/Bst2/Sp110/Psme2/Psmb9,ENSMUSG00000022216/ENSMUSG00000022587/ENSMUSG00000024014/ENSMUSG00000024338/ENSMUSG00000026946/ENSMUSG00000027514/ENSMUSG00000031897/ENSMUSG00000033355/ENSMUSG00000046718/ENSMUSG00000070034/ENSMUSG00000079197/ENSMUSG00000096727,H,3
HALLMARK_NOTCH_SIGNALING,1,1/161,32/4395,0.999520010819225,66340,Psenen,ENSMUSG00000036835,H,3
HALLMARK_PANCREAS_BETA_CELLS,1,1/161,40/4395,0.999520010819225,69019,Spcs1,ENSMUSG00000021917,H,3
HALLMARK_APICAL_JUNCTION,1,1/161,199/4395,0.999520010819225,98053,Gtf2f1,ENSMUSG00000002658,H,3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1/161,200/4395,0.999520010819225,16852,Lgals1,ENSMUSG00000068220,H,3
HALLMARK_MYOGENESIS,1,1/161,200/4395,0.999520010819225,12862,Cox6a2,ENSMUSG00000030785,H,3
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1/161,200/4395,0.999520010819225,20918,Eif1,ENSMUSG00000035530,H,3
HALLMARK_MYC_TARGETS_V2,2,2/161,58/4395,0.999520010819225,66942/69902,Ddx18/Mrto4,ENSMUSG00000001674/ENSMUSG00000028741,H,3
HALLMARK_ANDROGEN_RESPONSE,2,2/161,111/4395,0.999520010819225,67268/16691,Myl12a/Krt8,ENSMUSG00000024048/ENSMUSG00000049382,H,3
HALLMARK_SPERMATOGENESIS,2,2/161,135/4395,0.999520010819225,23980/69310,Pebp1/Pacrg,ENSMUSG00000032959/ENSMUSG00000037196,H,3
HALLMARK_COAGULATION,2,2/161,141/4395,0.999520010819225,93691/20196,Klf7/S100a13,ENSMUSG00000025959/ENSMUSG00000042312,H,3
HALLMARK_UV_RESPONSE_DN,2,2/161,144/4395,0.999520010819225,71175/69562,Nipbl/Cdk13,ENSMUSG00000022141/ENSMUSG00000041297,H,3
HALLMARK_G2M_CHECKPOINT,2,2/161,199/4395,0.999520010819225,30939/20877,Pttg1/Aurkb,ENSMUSG00000020415/ENSMUSG00000020897,H,3
HALLMARK_MITOTIC_SPINDLE,2,2/161,199/4395,0.999520010819225,19765/17318,Ralbp1/Mid1,ENSMUSG00000024096/ENSMUSG00000035299,H,3
HALLMARK_ESTROGEN_RESPONSE_EARLY,2,2/161,200/4395,0.999520010819225,16691/225845,Krt8/Plaat3,ENSMUSG00000049382/ENSMUSG00000060675,H,3
HALLMARK_HYPOXIA,2,2/161,201/4395,0.999520010819225,18712/93691,Pim1/Klf7,ENSMUSG00000024014/ENSMUSG00000025959,H,3
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,3,3/161,49/4395,0.999520010819225,11927/20655/22166,Atox1/Sod1/Txn1,ENSMUSG00000018585/ENSMUSG00000022982/ENSMUSG00000028367,H,3
HALLMARK_PROTEIN_SECRETION,3,3/161,96/4395,0.999520010819225,232910/20655/59042,Ap2s1/Sod1/Cope,ENSMUSG00000008036/ENSMUSG00000022982/ENSMUSG00000055681,H,3
HALLMARK_BILE_ACID_METABOLISM,3,3/161,113/4395,0.999520010819225,20655/114664/19659,Sod1/Hsd17b11/Rbp1,ENSMUSG00000022982/ENSMUSG00000029311/ENSMUSG00000046402,H,3
HALLMARK_APOPTOSIS,3,3/161,161/4395,0.999520010819225,12028/20655/12257,Bax/Sod1/Tspo,ENSMUSG00000003873/ENSMUSG00000022982/ENSMUSG00000041736,H,3
HALLMARK_HEME_METABOLISM,3,3/161,195/4395,0.999520010819225,27053/13349/110351,Asns/Ackr1/Rap1gap,ENSMUSG00000029752/ENSMUSG00000037872/ENSMUSG00000041351,H,3
HALLMARK_XENOBIOTIC_METABOLISM,3,3/161,202/4395,0.999520010819225,55942/19171/110351,Sertad1/Psmb10/Rap1gap,ENSMUSG00000008384/ENSMUSG00000031897/ENSMUSG00000041351,H,3
HALLMARK_ESTROGEN_RESPONSE_LATE,3,3/161,206/4395,0.999520010819225,53314/22117/225845,Batf/Tst/Plaat3,ENSMUSG00000034266/ENSMUSG00000044986/ENSMUSG00000060675,H,3
HALLMARK_IL6_JAK_STAT3_SIGNALING,4,4/161,88/4395,0.999520010819225,18712/57914/12018/16188,Pim1/Crlf2/Bak1/Il3ra,ENSMUSG00000024014/ENSMUSG00000033467/ENSMUSG00000057789/ENSMUSG00000068758,H,3
HALLMARK_PEROXISOME,4,4/161,107/4395,0.999520010819225,66437/20655/114664/12257,Fis1/Sod1/Hsd17b11/Tspo,ENSMUSG00000019054/ENSMUSG00000022982/ENSMUSG00000029311/ENSMUSG00000041736,H,3
HALLMARK_FATTY_ACID_METABOLISM,4,4/161,160/4395,0.999520010819225,19186/114664/227095/16852,Psme1/Hsd17b11/Hibch/Lgals1,ENSMUSG00000022216/ENSMUSG00000029311/ENSMUSG00000041426/ENSMUSG00000068220,H,3
HALLMARK_INFLAMMATORY_RESPONSE,4,4/161,199/4395,0.999520010819225,17069/64685/67775/69550,Ly6e/Nmi/Rtp4/Bst2,ENSMUSG00000022587/ENSMUSG00000026946/ENSMUSG00000033355/ENSMUSG00000046718,H,3
HALLMARK_KRAS_SIGNALING_UP,4,4/161,204/4395,0.999520010819225,16913/30951/56195/14127,Psmb8/Cbx8/Ptbp2/Fcer1g,ENSMUSG00000024338/ENSMUSG00000025578/ENSMUSG00000028134/ENSMUSG00000058715,H,3
HALLMARK_PI3K_AKT_MTOR_SIGNALING,5,5/161,105/4395,0.999520010819225,13001/56378/18036/12631/26940,Csnk2b/Arpc3/Nfkbib/Cfl1/Ecsit,ENSMUSG00000024387/ENSMUSG00000029465/ENSMUSG00000030595/ENSMUSG00000056201/ENSMUSG00000066839,H,3
HALLMARK_E2F_TARGETS,5,5/161,200/4395,0.999520010819225,22154/30939/20877/20638/78304,Tubb5/Pttg1/Aurkb/Snrpb/Naa38,ENSMUSG00000001525/ENSMUSG00000020415/ENSMUSG00000020897/ENSMUSG00000027404/ENSMUSG00000059278,H,3
HALLMARK_GLYCOLYSIS,5,5/161,200/4395,0.999520010819225,20655/78330/22166/23996/268373,Sod1/Ndufv3/Txn1/Psmc4/Ppia,ENSMUSG00000022982/ENSMUSG00000024038/ENSMUSG00000028367/ENSMUSG00000030603/ENSMUSG00000071866,H,3
HALLMARK_IL2_STAT5_SIGNALING,5,5/161,200/4395,0.999520010819225,18712/53314/74318/16188/217057,Pim1/Batf/Hopx/Il3ra/Ptrh2,ENSMUSG00000024014/ENSMUSG00000034266/ENSMUSG00000059325/ENSMUSG00000068758/ENSMUSG00000072582,H,3
HALLMARK_UV_RESPONSE_UP,6,6/161,162/4395,0.999520010819225,66144/232910/27053/19935/22117/12018,Atp6v1f/Ap2s1/Asns/Mrpl23/Tst/Bak1,ENSMUSG00000004285/ENSMUSG00000008036/ENSMUSG00000029752/ENSMUSG00000037772/ENSMUSG00000044986/ENSMUSG00000057789,H,3
HALLMARK_COMPLEMENT,6,6/161,197/4395,0.999520010819225,12946/11927/18712/20196/14127/16912,Cr1l/Atox1/Pim1/S100a13/Fcer1g/Psmb9,ENSMUSG00000016481/ENSMUSG00000018585/ENSMUSG00000024014/ENSMUSG00000042312/ENSMUSG00000058715/ENSMUSG00000096727,H,3
HALLMARK_ALLOGRAFT_REJECTION,6,6/161,204/4395,0.999520010819225,76846/20091/19171/20085/20005/67248,Rps9/Rps3a1/Psmb10/Rps19/Rpl9/Rpl39,ENSMUSG00000006333/ENSMUSG00000028081/ENSMUSG00000031897/ENSMUSG00000040952/ENSMUSG00000047215/ENSMUSG00000079641,H,3
HALLMARK_MTORC1_SIGNALING,8,8/161,200/4395,0.999520010819225,19173/107272/100678/27053/18036/23996/14227/268373,Psmb5/Psat1/Psph/Asns/Nfkbib/Psmc4/Fkbp2/Ppia,ENSMUSG00000022193/ENSMUSG00000024640/ENSMUSG00000029446/ENSMUSG00000029752/ENSMUSG00000030595/ENSMUSG00000030603/ENSMUSG00000056629/ENSMUSG00000071866,H,3
HALLMARK_P53_PATHWAY,10,10/161,200/4395,0.999520010819225,12028/15254/14694/67941/12018/54217/19899/232440/20042/319162,Bax/Hint1/Rack1/Rps27l/Bak1/Rpl36/Rpl18/H2afj/Rps12/Hist3h2a,ENSMUSG00000003873/ENSMUSG00000020267/ENSMUSG00000020372/ENSMUSG00000036781/ENSMUSG00000057789/ENSMUSG00000057863/ENSMUSG00000059070/ENSMUSG00000060032/ENSMUSG00000061983/ENSMUSG00000078851,H,3
HALLMARK_PROTEIN_SECRETION,7,7/77,96/4395,0.04649345723162591,56494/108123/11765/11977/69608/67300/11487,Gosr2/Napg/Ap1g1/Atp7a/Sec24d/Cltc/Adam10,ENSMUSG00000020946/ENSMUSG00000024581/ENSMUSG00000031731/ENSMUSG00000033792/ENSMUSG00000039234/ENSMUSG00000047126/ENSMUSG00000054693,H,4
HALLMARK_PI3K_AKT_MTOR_SIGNALING,7,7/77,105/4395,0.04649345723162591,19211/66713/19766/26409/19087/12283/67300,Pten/Actr2/Ripk1/Map3k7/Prkar2a/Cab39/Cltc,ENSMUSG00000013663/ENSMUSG00000020152/ENSMUSG00000021408/ENSMUSG00000028284/ENSMUSG00000032601/ENSMUSG00000036707/ENSMUSG00000047126,H,4
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,7,7/77,113/4395,0.04703335428123505,72198/56494/66482/110960/192193/77591/76687,Mtrex/Gosr2/Exoc2/Tars/Edem1/Ddx10/Spcs3,ENSMUSG00000016018/ENSMUSG00000020946/ENSMUSG00000021357/ENSMUSG00000022241/ENSMUSG00000030104/ENSMUSG00000053289/ENSMUSG00000054408,H,4
HALLMARK_TGF_BETA_SIGNALING,3,3/77,54/4395,0.47518209795684957,21812/20482/26409,Tgfbr1/Skil/Map3k7,ENSMUSG00000007613/ENSMUSG00000027660/ENSMUSG00000028284,H,4
